"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"782098431217106944","","","2016-10-01 06:02:51 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How to add images to a PowerPoint?","","","",""
"781874005959507968","","777854496961507329","2016-09-30 15:11:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 how to create a powerpoint presentation","","","",""
"781874007880585219","","","2016-09-30 15:11:04 +0000","<a href=""http://nodered.org"" rel=""nofollow"">Node RED </a>","creation","","","",""
"781871904084811776","","777854496961507329","2016-09-30 15:02:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 how to use animations?","","","",""
"781871531919937536","","777854496961507329","2016-09-30 15:01:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 how to save a powerpoint?","","","",""
"781870835506089984","","777854496961507329","2016-09-30 14:58:28 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 how to create a powerpoint with slides?","","","",""
"781868485571817472","","777854496961507329","2016-09-30 14:49:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 how to create a powerpoin?","","","",""
"781868487325028354","","","2016-09-30 14:49:08 +0000","<a href=""http://nodered.org"" rel=""nofollow"">Node RED </a>","{""classes"":[{""class_name"":""creation"",""confidence"":0.7526968475440007},{""class_name"":""background"",""confidence"":0.12378136141163763},{""class_","","","",""
"781867959392186369","","777854496961507329","2016-09-30 14:47:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 how to create a powerpoint?","","","",""
"777892718127161344","","777854496961507329","2016-09-19 15:30:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 I would like to know","","","",""
"777892392980455425","","777854496961507329","2016-09-19 15:29:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 I would like to know if you will eat ice cream.","","","",""
"777865136732200965","","777854496961507329","2016-09-19 13:41:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 I would just like to know how your nlc is this awesome?","","","",""
"777865139068411904","","777854496961507329","2016-09-19 13:41:15 +0000","<a href=""http://nodered.org"" rel=""nofollow"">Node RED </a>","@kartik543214 You can look for more information in our website","","","",""
"777864976878809088","","777854496961507329","2016-09-19 13:40:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 Thank You!","","","",""
"777864978464243712","","777854496961507329","2016-09-19 13:40:37 +0000","<a href=""http://nodered.org"" rel=""nofollow"">Node RED </a>","@kartik543214 Thanks for your feedback","","","",""
"777864670447177728","","","2016-09-19 13:39:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hello Twitter! #myfirstTweet","","","",""
"777864316062081024","","777854496961507329","2016-09-19 13:37:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 I need help","","","",""
"777864139670564864","","777854496961507329","2016-09-19 13:37:17 +0000","<a href=""http://nodered.org"" rel=""nofollow"">Node RED </a>","@kartik543214 We are sorry. Our customer rep will contact you shortly","","","",""
"777864135518281729","","777854496961507329","2016-09-19 13:37:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@kartik543214 testing out the nlc now","","","",""
